Image,Letter,Landmarks 
000702.png,A,"0.6868553757667542,0.6911547183990479,-7.796697332196345e-07,0.688470721244812,0.5598143339157104,-0.04723646491765976,0.6283186674118042,0.4410768151283264,-0.0633162334561348,0.5583434700965881,0.37669503688812256,-0.07403743267059326,0.4982813000679016,0.3294512629508972,-0.07955874502658844,0.512850821018219,0.4121837317943573,-0.03040788136422634,0.5079976320266724,0.3924580216407776,-0.08264220505952835,0.5658753514289856,0.4604698419570923,-0.11535539478063583,0.6072373390197754,0.5151686072349548,-0.12872371077537537,0.4726656675338745,0.4773263931274414,-0.020172758027911186,0.4924596846103668,0.4859360456466675,-0.0747760757803917,0.5645998120307922,0.5513726472854614,-0.08961682766675949,0.6118996739387512,0.5924775004386902,-0.08618708699941635,0.4542580842971802,0.5498003959655762,-0.01880866289138794,0.4791046380996704,0.5639727711677551,-0.06854791194200516,0.5529414415359497,0.6087303757667542,-0.0631350725889206,0.6021870374679565,0.6364718675613403,-0.045068372040987015,0.4513883590698242,0.6217676401138306,-0.021966179832816124,0.47406521439552307,0.6362043023109436,-0.0556119941174984,0.5353018641471863,0.6639748811721802,-0.05202937126159668,0.574108362197876,0.6743166446685791,-0.037320610135793686"
000703.png,A,"0.7338366508483887,0.5405022501945496,-6.259413254383617e-08,0.685360312461853,0.4215580224990845,-0.017290566116571426,0.5845009684562683,0.34975212812423706,-0.018733222037553787,0.5056847333908081,0.3488847613334656,-0.02556058205664158,0.44839948415756226,0.35799330472946167,-0.02838287688791752,0.5011819005012512,0.3924705684185028,0.019560333341360092,0.4544532299041748,0.3815329372882843,-0.027113545686006546,0.5151788592338562,0.3955690860748291,-0.05662304908037186,0.5706989169120789,0.4014437794685364,-0.06598048657178879,0.49109920859336853,0.46885186433792114,0.012639330700039864,0.45442208647727966,0.4581182599067688,-0.042245760560035706,0.5341623425483704,0.4628714621067047,-0.06260371208190918,0.596468985080719,0.4648668169975281,-0.06002534180879593,0.49117910861968994,0.5451480746269226,-0.002543120412155986,0.4630270302295685,0.5358331203460693,-0.05687354505062103,0.547968327999115,0.5316960215568542,-0.05641422048211098,0.6099924445152283,0.5295282602310181,-0.037684135138988495,0.5021868944168091,0.6214722990989685,-0.01952187716960907,0.4785550832748413,0.6058221459388733,-0.055467791855335236,0.5395383238792419,0.5893983840942383,-0.05296652764081955,0.5885764956474304,0.5739290714263916,-0.038351211696863174"
000704.png,A,"0.7257042527198792,0.4909708797931671,-2.2883411077145865e-07,0.6784148216247559,0.3910512924194336,-0.024648673832416534,0.6068026423454285,0.3416452407836914,-0.034273531287908554,0.5350059866905212,0.3444167971611023,-0.04889991134405136,0.47695910930633545,0.348890483379364,-0.05922877416014671,0.49585410952568054,0.3953033983707428,0.014245537109673023,0.4374411702156067,0.3710816502571106,-0.03604578971862793,0.4918713867664337,0.36562085151672363,-0.07026548683643341,0.5486205220222473,0.36550310254096985,-0.08196315169334412,0.4921680688858032,0.4690558910369873,0.009618167765438557,0.438290536403656,0.4435831308364868,-0.04855690896511078,0.5144002437591553,0.4343785047531128,-0.07174278795719147,0.5830761194229126,0.4273737967014313,-0.06906342506408691,0.49720636010169983,0.5470353364944458,-0.003994794096797705,0.46264487504959106,0.5142996311187744,-0.06249852851033211,0.5447078943252563,0.4991527795791626,-0.06378096342086792,0.6124073266983032,0.4916750192642212,-0.043601565062999725,0.5149683952331543,0.6265705823898315,-0.020037749782204628,0.48714479804039,0.588285505771637,-0.061869919300079346,0.5448606610298157,0.5606599450111389,-0.05898129940032959,0.5977002382278442,0.545609712600708,-0.041342686861753464"
000705.png,A,"0.7362550497055054,0.4194660186767578,-2.973295920583041e-07,0.6553506851196289,0.33854538202285767,-0.02861342579126358,0.5468994975090027,0.32457268238067627,-0.034370239824056625,0.46681419014930725,0.35713160037994385,-0.04232334345579147,0.4049559235572815,0.38829344511032104,-0.04468570277094841,0.47035717964172363,0.43192389607429504,0.008686122484505177,0.43295004963874817,0.4141511917114258,-0.04368562996387482,0.504531979560852,0.39868277311325073,-0.07726570963859558,0.5666932463645935,0.38461095094680786,-0.08806036412715912,0.48521414399147034,0.5066693425178528,0.0077561791986227036,0.46475186944007874,0.48592936992645264,-0.053946591913700104,0.5416271090507507,0.45608511567115784,-0.07692484557628632,0.6068580150604248,0.4269970655441284,-0.07392268627882004,0.5127604603767395,0.5720174312591553,-0.0022983108647167683,0.5068809986114502,0.5536017417907715,-0.061551693826913834,0.5832945108413696,0.5074638724327087,-0.062487587332725525,0.6422434449195862,0.4697209596633911,-0.042853280901908875,0.5510847568511963,0.6313661336898804,-0.015208648517727852,0.5493903160095215,0.6075867414474487,-0.056823182851076126,0.6058475971221924,0.5605096220970154,-0.05609878525137901,0.646119236946106,0.5222979187965393,-0.04042864590883255"
000706.png,A,"0.7442734837532043,0.5929636359214783,-9.614483360564918e-07,0.6597354412078857,0.45414185523986816,-0.006861011032015085,0.5820479989051819,0.38701504468917847,-0.010923712514340878,0.5232641696929932,0.3596433401107788,-0.024628344923257828,0.47262999415397644,0.33295774459838867,-0.03527087718248367,0.46245115995407104,0.48504531383514404,0.030280249193310738,0.4698032736778259,0.4037782847881317,-0.034286629408597946,0.5398581027984619,0.4209330677986145,-0.08575686067342758,0.6002031564712524,0.4535028636455536,-0.11409970372915268,0.45719021558761597,0.5574277639389038,0.006890667136758566,0.4784913659095764,0.46397271752357483,-0.07220787554979324,0.5626699924468994,0.4859618544578552,-0.11459395289421082,0.6286171674728394,0.5145673751831055,-0.12858407199382782,0.46746188402175903,0.6182522177696228,-0.0263228677213192,0.48754653334617615,0.529416024684906,-0.10505910962820053,0.5678831934928894,0.5408832430839539,-0.12591761350631714,0.6260935068130493,0.5644550323486328,-0.12115088105201721,0.484574556350708,0.6684068441390991,-0.060856498777866364,0.4923436939716339,0.6044726371765137,-0.12433960288763046,0.5521767139434814,0.5951868295669556,-0.14090175926685333,0.5968489646911621,0.6001813411712646,-0.13823989033699036"
000707.png,A,"0.7347233891487122,0.4119332432746887,-2.2560995205367362e-07,0.6530168056488037,0.332946240901947,-0.029472021386027336,0.5449640154838562,0.31748390197753906,-0.03862973302602768,0.4605812430381775,0.3506273329257965,-0.04971472546458244,0.40023720264434814,0.3987651467323303,-0.05570068210363388,0.4648207128047943,0.4285201132297516,-0.0009458886925131083,0.43989115953445435,0.4296950697898865,-0.05245707929134369,0.5098692178726196,0.4101220369338989,-0.08345190435647964,0.5623640418052673,0.39397647976875305,-0.09439003467559814,0.47886863350868225,0.5041846036911011,-0.003587675280869007,0.46962860226631165,0.5017750859260559,-0.06431984156370163,0.5486657619476318,0.4620136022567749,-0.08509815484285355,0.6042321920394897,0.4294760823249817,-0.08263596892356873,0.5098810791969299,0.5687057375907898,-0.014344506897032261,0.5086762309074402,0.5672820210456848,-0.07531220465898514,0.5893952250480652,0.5147898197174072,-0.07353893667459488,0.642492413520813,0.4744984805583954,-0.0534902848303318,0.5521385669708252,0.6257897019386292,-0.02781837433576584,0.5594292879104614,0.6171441674232483,-0.07287945598363876,0.6155542135238647,0.5630806684494019,-0.07331410050392151,0.6500420570373535,0.515232503414154,-0.05886402353644371"
000708.png,A,"0.7403261065483093,0.606719970703125,-9.159714977613476e-07,0.678104817867279,0.44477328658103943,-0.03499731793999672,0.5926089882850647,0.37364462018013,-0.04977385699748993,0.5134043097496033,0.3630922734737396,-0.0663648247718811,0.45005667209625244,0.35253089666366577,-0.07803216576576233,0.48156797885894775,0.4410725235939026,-0.01443958468735218,0.46444234251976013,0.37829309701919556,-0.08003969490528107,0.5401884317398071,0.40202876925468445,-0.12190930545330048,0.5956118106842041,0.43462780117988586,-0.14356082677841187,0.4669131636619568,0.5163712501525879,-0.020729603245854378,0.48237717151641846,0.4396473169326782,-0.10442396998405457,0.5728247165679932,0.4675822854042053,-0.13930457830429077,0.6293272972106934,0.5010493397712708,-0.1470443606376648,0.47074997425079346,0.5752689242362976,-0.03706803917884827,0.49463072419166565,0.5055221319198608,-0.11746402829885483,0.5761430859565735,0.5180991888046265,-0.13371653854846954,0.6251266598701477,0.5422530770301819,-0.12668853998184204,0.4806613028049469,0.6257405281066895,-0.056199751794338226,0.5106310248374939,0.5695876479148865,-0.11496258527040482,0.577232301235199,0.5649646520614624,-0.13002243638038635,0.6111825704574585,0.5675615072250366,-0.1281464695930481"
000709.png,A,"0.722374439239502,0.5823877453804016,-7.056737558741588e-07,0.68903648853302,0.47429534792900085,-0.04858020693063736,0.612087070941925,0.38558828830718994,-0.0685553029179573,0.5317360162734985,0.357532262802124,-0.0820552185177803,0.4653628468513489,0.3446916341781616,-0.08946498483419418,0.4835200011730194,0.41304394602775574,-0.045829251408576965,0.5058388113975525,0.43519270420074463,-0.0975206270813942,0.575287938117981,0.46340861916542053,-0.12547367811203003,0.6123450398445129,0.472907155752182,-0.13563945889472961,0.464555025100708,0.5010892152786255,-0.03515887260437012,0.5212256908416748,0.5224788188934326,-0.08550939708948135,0.5959688425064087,0.5339763164520264,-0.09700040519237518,0.6347126960754395,0.5322633981704712,-0.09351314604282379,0.4687354564666748,0.5787451267242432,-0.03180365264415741,0.5370562672615051,0.5970193147659302,-0.07652489095926285,0.6027886867523193,0.5911669135093689,-0.07292307168245316,0.6359307765960693,0.5798649787902832,-0.05879724770784378,0.4857317805290222,0.645732581615448,-0.033510882407426834,0.5462779998779297,0.6572086811065674,-0.06303559243679047,0.6020686030387878,0.6490035057067871,-0.0636001005768776,0.6272873878479004,0.63481205701828,-0.0532182939350605"
000710.png,A,"0.6891738772392273,0.6644567251205444,-4.840344445256051e-07,0.6786574125289917,0.5228755474090576,-0.060223259031772614,0.6177935600280762,0.4156380891799927,-0.08238426595926285,0.5436346530914307,0.3654772639274597,-0.0982612669467926,0.48029837012290955,0.33966314792633057,-0.1083306297659874,0.5170722603797913,0.4071964621543884,-0.027136115357279778,0.47527796030044556,0.38695991039276123,-0.08756628632545471,0.5310894250869751,0.4385645389556885,-0.12433833628892899,0.5794082880020142,0.47694826126098633,-0.13742350041866302,0.4876730144023895,0.48131561279296875,-0.010978756472468376,0.4572366774082184,0.4609849750995636,-0.08317311108112335,0.5318448543548584,0.5172627568244934,-0.1087741032242775,0.586327850818634,0.5533919334411621,-0.10635633021593094,0.47112542390823364,0.5537794232368469,-0.00552260410040617,0.4512456953525543,0.537058413028717,-0.07769711315631866,0.5277853608131409,0.5803878307342529,-0.07996337860822678,0.5820651054382324,0.6091221570968628,-0.05863431096076965,0.464417964220047,0.6251170039176941,-0.0037074736319482327,0.44198077917099,0.6059137582778931,-0.05560639873147011,0.5092464685440063,0.6333434581756592,-0.05419865995645523,0.5567810535430908,0.6498286724090576,-0.03567955642938614"
000711.png,A,"0.6877771615982056,0.7054858207702637,-7.947606945890584e-07,0.6787816882133484,0.5562108755111694,-0.009566210210323334,0.6237272620201111,0.45316946506500244,-0.015098550356924534,0.5615905523300171,0.3946429491043091,-0.024891545996069908,0.5119227170944214,0.34712526202201843,-0.03084678389132023,0.5078669786453247,0.43232980370521545,-0.0028844899497926235,0.5379235148429871,0.3647339344024658,-0.04517538845539093,0.5899044275283813,0.422692209482193,-0.07020436972379684,0.6261810660362244,0.4793680012226105,-0.07976962625980377,0.4736630320549011,0.48081910610198975,-0.01189519464969635,0.5388697385787964,0.43353167176246643,-0.05554943531751633,0.5952454209327698,0.5076403021812439,-0.06524832546710968,0.6355791687965393,0.5668084621429443,-0.06171853467822075,0.45876750349998474,0.5362441539764404,-0.026760200038552284,0.5388700366020203,0.5036919116973877,-0.0677136778831482,0.590542197227478,0.5696194171905518,-0.06485132873058319,0.6266286969184875,0.6201103925704956,-0.05184530094265938,0.4563324451446533,0.5974485874176025,-0.04358745738863945,0.5228777527809143,0.5731830596923828,-0.07101383805274963,0.575224757194519,0.6140115857124329,-0.06965906918048859,0.6077998280525208,0.6451500654220581,-0.05964687839150429"
000712.png,A,"0.7186285257339478,0.5866703391075134,-1.574041164076334e-07,0.6823182106018066,0.4618813097476959,-0.023169351741671562,0.5966299176216125,0.3855475187301636,-0.033042579889297485,0.518496572971344,0.361169695854187,-0.044125042855739594,0.4555158019065857,0.344551682472229,-0.049832895398139954,0.4867095947265625,0.42617154121398926,-0.009257463738322258,0.5035027265548706,0.38358592987060547,-0.05807754769921303,0.5650361776351929,0.41643139719963074,-0.08631163835525513,0.6111487746238708,0.4446445107460022,-0.09514755010604858,0.46485358476638794,0.49455466866493225,-0.011542128399014473,0.5054564476013184,0.4484521746635437,-0.0616474524140358,0.573562502861023,0.47348469495773315,-0.07524089515209198,0.6280626058578491,0.4923129677772522,-0.07129763811826706,0.46276116371154785,0.5634739398956299,-0.02104618027806282,0.5236285328865051,0.5254022479057312,-0.06920700520277023,0.592052161693573,0.5415467619895935,-0.07028137147426605,0.6421718597412109,0.5524019002914429,-0.056172262877225876,0.4757426977157593,0.6272870898246765,-0.033249810338020325,0.528567910194397,0.5931820869445801,-0.06461557745933533,0.5870831608772278,0.5917842388153076,-0.06702283769845963,0.6278795599937439,0.5894894599914551,-0.05795371159911156"
000713.png,A,"0.687958836555481,0.6973642110824585,-7.968872068886412e-07,0.6843525171279907,0.5439138412475586,-0.03520014137029648,0.6205660104751587,0.4283306300640106,-0.046346746385097504,0.5526583790779114,0.37280693650245667,-0.05548525229096413,0.49777671694755554,0.3271188735961914,-0.060714732855558395,0.5120778679847717,0.4100976586341858,-0.017613708972930908,0.5137341618537903,0.37955498695373535,-0.06859397888183594,0.5641536712646484,0.43320825695991516,-0.10627680271863937,0.610326886177063,0.4899386465549469,-0.12408176064491272,0.46944189071655273,0.47098901867866516,-0.013943643309175968,0.5062909722328186,0.4621849060058594,-0.06888464838266373,0.5657682418823242,0.5246078968048096,-0.09180547297000885,0.6180052161216736,0.5752087235450745,-0.09556110203266144,0.4466922879219055,0.5381917953491211,-0.01840372569859028,0.4981062710285187,0.5363067388534546,-0.06756045669317245,0.557669460773468,0.5888460278511047,-0.07357589900493622,0.6064407825469971,0.6315547823905945,-0.0647120252251625,0.4364582896232605,0.6076379418373108,-0.026913423091173172,0.4813750982284546,0.6073151230812073,-0.05996010825037956,0.5381680727005005,0.6406594514846802,-0.06331485509872437,0.5779120326042175,0.6620780825614929,-0.055492863059043884"
000714.png,A,"0.6745519638061523,0.6035197377204895,2.970714660932572e-07,0.6294240951538086,0.4762149453163147,-0.03324517607688904,0.5641965270042419,0.4072861671447754,-0.05921700596809387,0.5002511739730835,0.38652360439300537,-0.08565982431173325,0.43698111176490784,0.3743687868118286,-0.1098499447107315,0.47742730379104614,0.43454253673553467,-0.0688333660364151,0.42349526286125183,0.4272548258304596,-0.12778887152671814,0.4622859060764313,0.40188077092170715,-0.15525268018245697,0.49189940094947815,0.38068583607673645,-0.16951832175254822,0.49970972537994385,0.4975411295890808,-0.08186084032058716,0.4505547881126404,0.49666738510131836,-0.15631161630153656,0.5222907662391663,0.44624438881874084,-0.18272414803504944,0.5714489817619324,0.40554386377334595,-0.19189245998859406,0.5374887585639954,0.5568904280662537,-0.09917384386062622,0.5054612159729004,0.5521414875984192,-0.17421334981918335,0.5774105787277222,0.4773542881011963,-0.18713879585266113,0.6279097199440002,0.4241560697555542,-0.1839870810508728,0.5853445529937744,0.6117319464683533,-0.11773316562175751,0.5707405805587769,0.597295880317688,-0.18085680902004242,0.6115522384643555,0.5319315791130066,-0.19981567561626434,0.6465364098548889,0.4747268557548523,-0.2046649307012558"
000715.png,A,"0.6932148337364197,0.6776690483093262,-9.101531759370118e-07,0.6842234134674072,0.5194122195243835,-0.015197234228253365,0.6140596270561218,0.4169621467590332,-0.012681580148637295,0.5449246168136597,0.36865562200546265,-0.013658175244927406,0.49496927857398987,0.3238368630409241,-0.011537972837686539,0.5112357139587402,0.41660669445991516,0.020801926031708717,0.5136016011238098,0.3713603913784027,-0.016545023769140244,0.5681279897689819,0.4319935441017151,-0.044509582221508026,0.6144440174102783,0.49398273229599,-0.055831197649240494,0.4750359058380127,0.4735729694366455,0.018953440710902214,0.504833996295929,0.4431890547275543,-0.023229893296957016,0.5693790316581726,0.5107263326644897,-0.04082716256380081,0.6217552423477173,0.5672526955604553,-0.04028058797121048,0.45475804805755615,0.5344388484954834,0.009606041945517063,0.49972131848335266,0.5092902779579163,-0.028188014402985573,0.5629696846008301,0.5663945078849792,-0.030211057513952255,0.6120619773864746,0.6133367419242859,-0.018465183675289154,0.4449452757835388,0.6020488142967224,-0.0023745885118842125,0.4898843765258789,0.5825303792953491,-0.02511576935648918,0.5465198755264282,0.6135830879211426,-0.024595079943537712,0.5848800539970398,0.634713888168335,-0.014471891336143017"
000716.png,A,"0.7274630069732666,0.5324153900146484,-1.3846833901709488e-08,0.6785979866981506,0.4103378653526306,-0.025049341842532158,0.5735303163528442,0.3461141586303711,-0.03197542950510979,0.4903179407119751,0.3502850830554962,-0.04156898334622383,0.42935267090797424,0.3629443347454071,-0.04552394524216652,0.4873826503753662,0.40174227952957153,0.0029782492201775312,0.4642384350299835,0.3682156801223755,-0.04660949110984802,0.5264292359352112,0.3815503716468811,-0.07472460716962814,0.5765849947929382,0.3922218382358551,-0.08348577469587326,0.47673165798187256,0.48024556040763855,-0.0015142573975026608,0.46956342458724976,0.4444420337677002,-0.058340106159448624,0.5520907044410706,0.44481566548347473,-0.07574636489152908,0.6127631664276123,0.4466366171836853,-0.07217936217784882,0.4819331765174866,0.5573307275772095,-0.014386964030563831,0.4915159344673157,0.5161941051483154,-0.0739283338189125,0.5810878276824951,0.5078399777412415,-0.07354636490345001,0.6423013806343079,0.5063577890396118,-0.05462656915187836,0.5008748769760132,0.6276730298995972,-0.029476869851350784,0.513958215713501,0.5834178328514099,-0.07089259475469589,0.5791907906532288,0.5641202330589294,-0.0717342346906662,0.625373125076294,0.5514215230941772,-0.0593758299946785"
000717.png,A,"0.7102220058441162,0.6165559887886047,-9.004870094031503e-07,0.6747385263442993,0.49012166261672974,-0.019455192610621452,0.5997765064239502,0.3984438180923462,-0.029147818684577942,0.5321162343025208,0.3557041883468628,-0.03810545802116394,0.48489049077033997,0.3258226811885834,-0.04414385184645653,0.48200398683547974,0.41394105553627014,-0.022611211985349655,0.531207263469696,0.3867506682872772,-0.060276541858911514,0.5879091024398804,0.4263231158256531,-0.08681291341781616,0.6201784014701843,0.45775163173675537,-0.10138055682182312,0.4657234847545624,0.4889741837978363,-0.025517335161566734,0.5406273007392883,0.461305171251297,-0.06130906939506531,0.6029502749443054,0.4991559386253357,-0.07271447032690048,0.6416451930999756,0.5276169180870056,-0.0754777267575264,0.46746546030044556,0.5600957870483398,-0.03212886303663254,0.5528417825698853,0.5310296416282654,-0.06461845338344574,0.6125848293304443,0.5577868819236755,-0.06053350493311882,0.6480150818824768,0.5804777145385742,-0.0514732301235199,0.48226621747016907,0.6276012659072876,-0.041776467114686966,0.5529098510742188,0.6058955788612366,-0.06397467106580734,0.608368456363678,0.6191747188568115,-0.06122344359755516,0.6340233087539673,0.6304023265838623,-0.052544429898262024"
000718.png,A,"0.6959408521652222,0.62222820520401,-7.530675247835461e-07,0.6849102973937988,0.512332558631897,-0.04258085414767265,0.621645450592041,0.4158230721950531,-0.059031400829553604,0.5494751334190369,0.3717816472053528,-0.07017575949430466,0.48950132727622986,0.33912909030914307,-0.07777484506368637,0.5007339715957642,0.40819719433784485,-0.03889851272106171,0.5344641804695129,0.42712822556495667,-0.08769465237855911,0.589506983757019,0.4791785776615143,-0.12017371505498886,0.6247069835662842,0.5139107704162598,-0.13408486545085907,0.4675152599811554,0.48399990797042847,-0.02968616969883442,0.5273786187171936,0.5171971321105957,-0.07496608793735504,0.5916126370429993,0.555271565914154,-0.08989160507917404,0.6374233365058899,0.5705264806747437,-0.09010905772447586,0.45900970697402954,0.558718740940094,-0.026913344860076904,0.5258648991584778,0.593378484249115,-0.06634388864040375,0.5858769416809082,0.6099411845207214,-0.06628634035587311,0.6273649334907532,0.6106518507003784,-0.05590853840112686,0.4666941165924072,0.6283822655677795,-0.028676357120275497,0.5199447274208069,0.6586070656776428,-0.056461650878190994,0.5746622681617737,0.6637958288192749,-0.057845063507556915,0.6085837483406067,0.6546655893325806,-0.04883529618382454"
000719.png,A,"0.7100304365158081,0.6023845672607422,-4.1819802731879463e-07,0.6897914409637451,0.4770859181880951,-0.039557889103889465,0.6094026565551758,0.3874853849411011,-0.051213327795267105,0.527125358581543,0.3584098219871521,-0.05911199375987053,0.4669053554534912,0.33907902240753174,-0.06208309158682823,0.4969386160373688,0.41148847341537476,-0.024600818753242493,0.49270641803741455,0.39228251576423645,-0.07427947223186493,0.5535760521888733,0.4320717453956604,-0.10168793797492981,0.6057206392288208,0.4682527184486389,-0.11001354455947876,0.47006985545158386,0.4863832890987396,-0.017748545855283737,0.48658210039138794,0.46992355585098267,-0.0710110142827034,0.5601621270179749,0.5035635828971863,-0.08435933291912079,0.6197676658630371,0.5272903442382812,-0.07894915342330933,0.4632141590118408,0.5642277598381042,-0.018829666078090668,0.49249279499053955,0.553428053855896,-0.07144007086753845,0.572600245475769,0.5739312171936035,-0.06729337573051453,0.6317949295043945,0.587146520614624,-0.04850861057639122,0.47072625160217285,0.6436774730682373,-0.023281726986169815,0.49784764647483826,0.6281656622886658,-0.06379455327987671,0.5644567608833313,0.6326156258583069,-0.0632605254650116,0.6099210381507874,0.6321471333503723,-0.04929088428616524"
000720.png,A,"0.6689625382423401,0.7053502798080444,-8.52374512305687e-07,0.6743488907814026,0.5417267084121704,-0.04199100285768509,0.6204471588134766,0.4341818392276764,-0.061195794492959976,0.557148814201355,0.38350582122802734,-0.07681048661470413,0.5053101181983948,0.3336024880409241,-0.0876006931066513,0.5079999566078186,0.41264504194259644,-0.0512026846408844,0.5360310673713684,0.3849400281906128,-0.12019574642181396,0.5917418003082275,0.4566884934902191,-0.16157309710979462,0.626785933971405,0.5181407928466797,-0.18047687411308289,0.46795162558555603,0.471067875623703,-0.049890920519828796,0.5283907651901245,0.46369561553001404,-0.12227390706539154,0.5865656137466431,0.5411165952682495,-0.14245983958244324,0.6245895624160767,0.5966809391975403,-0.14329302310943604,0.44871020317077637,0.5354900360107422,-0.05731352046132088,0.5197669863700867,0.5369335412979126,-0.12603507936000824,0.5755771994590759,0.5965638756752014,-0.1303994506597519,0.6099228262901306,0.6412115097045898,-0.11859817802906036,0.441078782081604,0.603110671043396,-0.06859034299850464,0.5052266120910645,0.6080901622772217,-0.11774631589651108,0.5608600974082947,0.646407961845398,-0.12433933466672897,0.5919637680053711,0.6672415137290955,-0.11747913807630539"
000721.png,A,"0.5704580545425415,0.6102239489555359,6.66500909574097e-07,0.6125657558441162,0.5961294174194336,-0.09437960386276245,0.6431034803390503,0.559965968132019,-0.16253888607025146,0.671450674533844,0.5009814500808716,-0.21333783864974976,0.6859951615333557,0.4472518265247345,-0.25856322050094604,0.5462877154350281,0.5907396674156189,-0.18151071667671204,0.5295925736427307,0.547467827796936,-0.24976924061775208,0.5715779662132263,0.4776504337787628,-0.2784391939640045,0.6092579960823059,0.4297410845756531,-0.2925688326358795,0.49824950098991394,0.5485599637031555,-0.1582411676645279,0.46914389729499817,0.49109792709350586,-0.23210883140563965,0.5231399536132812,0.4238186478614807,-0.25470873713493347,0.5650676488876343,0.39105942845344543,-0.26499488949775696,0.46820396184921265,0.5066211819648743,-0.13711775839328766,0.43258047103881836,0.4629574120044708,-0.19640231132507324,0.4773789644241333,0.40016573667526245,-0.21234332025051117,0.5163304805755615,0.37027105689048767,-0.21679294109344482,0.45107200741767883,0.4689781069755554,-0.1222710981965065,0.4200529456138611,0.4380548596382141,-0.16518071293830872,0.4441923499107361,0.3957701325416565,-0.18343260884284973,0.46939724683761597,0.36873573064804077,-0.19300350546836853"
000722.png,A,"0.6924535036087036,0.5410154461860657,-6.508771122071266e-08,0.6495766639709473,0.4355858564376831,-0.031497832387685776,0.5625448822975159,0.36761388182640076,-0.04708745703101158,0.48984742164611816,0.3579515814781189,-0.05994102358818054,0.42900338768959045,0.36273694038391113,-0.06742291897535324,0.47060489654541016,0.4299600422382355,-0.03981657326221466,0.47315454483032227,0.38372448086738586,-0.08271639049053192,0.5408328771591187,0.39546459913253784,-0.09895069897174835,0.5826371908187866,0.408783495426178,-0.10249271988868713,0.46567586064338684,0.5023716688156128,-0.041394587606191635,0.49081936478614807,0.45441949367523193,-0.09202811121940613,0.5694053173065186,0.4486602544784546,-0.10321453213691711,0.6152618527412415,0.4510785937309265,-0.10120581090450287,0.4812963008880615,0.575015664100647,-0.047070398926734924,0.5093765258789062,0.5304781794548035,-0.10044316947460175,0.5908706784248352,0.5112571716308594,-0.09563089907169342,0.639690101146698,0.506912350654602,-0.07965953648090363,0.5088580846786499,0.644122302532196,-0.054321110248565674,0.5352408289909363,0.6025149822235107,-0.09388948231935501,0.5959493517875671,0.5747503638267517,-0.09157268702983856,0.632713258266449,0.5608130097389221,-0.07964512705802917"
000723.png,A,"0.6229590177536011,0.6830222606658936,-8.255679517787939e-07,0.6414760947227478,0.5871871709823608,-0.03370559960603714,0.6160748600959778,0.470893532037735,-0.05366916581988335,0.583383321762085,0.39921021461486816,-0.07132278382778168,0.5453835725784302,0.3525637984275818,-0.08686985820531845,0.5057991743087769,0.4348582327365875,-0.03926543891429901,0.5743440389633179,0.42697638273239136,-0.08149048686027527,0.6013208031654358,0.48003241419792175,-0.11389512568712234,0.6091728210449219,0.5295131802558899,-0.13264396786689758,0.46593254804611206,0.48131585121154785,-0.03829304501414299,0.5651053786277771,0.501514196395874,-0.07437551021575928,0.5998278856277466,0.5741761326789856,-0.09322808682918549,0.6142137050628662,0.6271910667419434,-0.10380355268716812,0.4473482370376587,0.5388720631599426,-0.04149039462208748,0.5421880483627319,0.5677387118339539,-0.07603168487548828,0.5837153196334839,0.6290704011917114,-0.08163630217313766,0.6008111238479614,0.6724787354469299,-0.08020099252462387,0.4429028034210205,0.6088560223579407,-0.048526544123888016,0.5129585862159729,0.6272261738777161,-0.0700257197022438,0.5520907640457153,0.6596443057060242,-0.07121122628450394,0.5673117637634277,0.6831536889076233,-0.06681587547063828"
000724.png,A,"0.6420676112174988,0.5870983600616455,1.603869748123543e-07,0.6177036762237549,0.46429163217544556,-0.029328908771276474,0.5534483790397644,0.38583940267562866,-0.04764636605978012,0.4870494604110718,0.3719092607498169,-0.06486585736274719,0.4273226261138916,0.37049680948257446,-0.08075602352619171,0.4835585951805115,0.4223414957523346,-0.05161186680197716,0.4549484848976135,0.4209975004196167,-0.10932604968547821,0.5039918422698975,0.4221508502960205,-0.14331038296222687,0.5486748814582825,0.4127706289291382,-0.16018100082874298,0.482591837644577,0.49774038791656494,-0.05865586921572685,0.4813971519470215,0.49645939469337463,-0.12582017481327057,0.555998682975769,0.48298388719558716,-0.14995092153549194,0.6130875945091248,0.47212666273117065,-0.15600688755512238,0.5027610659599304,0.5698767304420471,-0.06951110810041428,0.5163050293922424,0.5782878994941711,-0.13484735786914825,0.591278612613678,0.549711287021637,-0.1382710337638855,0.647291362285614,0.524241030216217,-0.12725062668323517,0.5363089442253113,0.632874608039856,-0.08175985515117645,0.5496335625648499,0.6408065557479858,-0.1302008330821991,0.604555606842041,0.6120352149009705,-0.13511046767234802,0.6474472284317017,0.5789564251899719,-0.12900027632713318"
